num_bo,ano_bo,id_delegacia,nome_departamento,nome_seccional,delegacia,nome_departamento_circ,nome_seccional_circ,nome_delegacia_circ,ano,mes,flag_status,rubrica,desdobramento,conduta,latitude,longitude,location,cidade,logradouro,numero_logradouro,flag_status_2
1477453,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.3º OESTE,14º D.P. PINHEIROS,2016,11,C,Furto (art. 155),NULL,INTERIOR DE VEICULO,-23.565713895313699,-46.6955168037058,POINT(-46.6955168037058 -23.565713895313699),S.PAULO,RUA FERNAO DIAS,599,C
1241979,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.1º CENTRO,12º D.P. PARI,2016,8,C,Furto (art. 155),NULL,INTERIOR DE VEICULO,-23.508060537999899,-46.706048969999998,POINT(-46.706048969999998 -23.508060537999899),S.PAULO,Avenida presidente castelo branco,6061,C
1292126,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.1º CENTRO,01º D.P. SE,2016,10,C,Furto (art. 155),NULL,TRANSEUNTE,-23.5409795845211,-46.628887920478803,POINT(-46.628887920478803 -23.5409795845211),S.PAULO,AVENIDA MERCURIO,572,C
1353393,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.1º CENTRO,03º D.P. CAMPOS ELISEOS,2016,10,C,Furto (art. 155),NULL,TRANSEUNTE,-23.545944193,-46.638771445000003,POINT(-46.638771445000003 -23.545944193),S.PAULO,Viaduto do chá,15,C
164019,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.2º SUL,36º D.P.  VILA MARIANA,2016,2,C,Furto (art. 155),NULL,TRANSEUNTE,-23.586655777000001,-46.635194777000002,POINT(-46.635194777000002 -23.586655777000001),S.PAULO,PRAÇA DOUTOR TEODORO DE CARVALHO,0,C
226406,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.6º SANTO AMARO,80º D.P. VILA JOANIZA,2016,2,C,Furto (art. 155),NULL,INTERIOR TRANSPORTE COLETIVO,-23.6711606703076,-46.668633480230703,POINT(-46.668633480230703 -23.6711606703076),S.PAULO,avenida yervant kissajikian,1232,C
780,2016,10374,DECAP,DEL.SEC.6º SANTO AMARO,101º D.P. JDIM IMBUIAS,DECAP,DEL.SEC.6º SANTO AMARO,85º D.P. JARDIM MIRNA,2016,1,C,Lesão corporal culposa na direção de veículo automotor (Art. 303),NULL,NULL,-23.754486669337499,-46.712140473729903,POINT(-46.712140473729903 -23.754486669337499),S.PAULO,AVENIDA SENADOR TEOTONIO VILELA,6516,C
129210,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEMACRO,DEL.SEC.GUARULHOS,05º D.P. GUARULHOS,2016,1,C,Furto (art. 155),NULL,OUTROS,-23.4753187413692,-46.541414136969202,POINT(-46.541414136969202 -23.4753187413692),GUARULHOS,RUA MARIA GABELONE CANATO,100,C
803034,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEMACRO,DEL.SEC.OSASCO,06º D.P. OSASCO,2016,6,C,Furto (art. 155),NULL,TRANSEUNTE,-23.5624206919999,-46.777665026999998,POINT(-46.777665026999998 -23.5624206919999),OSASCO,ACESSO RUA DA FONTE,0,C
3352,2016,30105,DEMACRO,DEL.SEC.SANTO ANDRÉ,04º D.P. SANTO ANDRÉ,DEMACRO,DEL.SEC.SANTO ANDRÉ,04º D.P. SANTO ANDRÉ,2016,7,C,Furto (art. 155),NULL,INTERIOR ESTABELECIMENTO,-23.645949774596499,-46.542362659105201,POINT(-46.542362659105201 -23.645949774596499),S.ANDRE,ALAMEDA SÃO CAETANO,404,C
1646,2016,30127,DEMACRO,DEL.SEC.DIADEMA,03º D.P. DIADEMA,DEMACRO,DEL.SEC.DIADEMA,01º D.P. DIADEMA,2016,4,C,Roubo (art. 157),"§1o. (...) logo depois de subtraída a coisa, emprega violência contra pessoa",VEICULO,-23.697911502250001,-46.619568850999897,POINT(-46.619568850999897 -23.697911502250001),DIADEMA,AVENIDA DOM PEDRO I,100,C
5400,2016,30110,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02º D.P. S.BERNARDO DO CAMPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02º D.P. S.BERNARDO DO CAMPO,2016,12,C,Furto (art. 155),NULL,VEICULO,-23.6623697580476,-46.561028228904703,POINT(-46.561028228904703 -23.6623697580476),S.BERNARDO DO CAMPO,RUA ITAGUASSU,931,C
10497,2016,30427,DEMACRO,DEL.SEC.CARAPICUIBA,01º D.P. CARAPICUIBA,DEMACRO,DEL.SEC.OSASCO,09º D.P. OSASCO,2016,11,C,Furto (art. 155),NULL,VEICULO,-23.539002875999898,-46.762692100999999,POINT(-46.762692100999999 -23.539002875999898),OSASCO,AVENIDA FRANZ VOEGELI,0,C
1651,2016,30405,DEMACRO,DEL.SEC.TABOÃO DA SERRA,DEL.POL.EMBU-GUAÇU,DEMACRO,DEL.SEC.TABOÃO DA SERRA,DEL.POL.EMBU-GUAÇU,2016,7,C,Lesão corporal culposa na direção de veículo automotor (Art. 303),NULL,NULL,,,,EMBU-GUACU,RUA BENEDITO JANDIRO SOARES,1500,C
191,2016,30407,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.ITAPEVI,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.ITAPEVI,2016,1,C,"A.I.-Furto qualificado (art. 155, §4o.)",§4o. Se o crime é cometido:,VEICULO,,,,ITAPEVI,RUA NOVE DE JULHO,22,C
8077,2016,20120,DECAP,DEL.SEC.4º NORTE,20º D.P.  AGUA FRIA,DECAP,DEL.SEC.4º NORTE,09º D.P. - CARANDIRU,2016,8,C,Furto (art. 155),NULL,VEICULO,-23.4938832686666,-46.616114194333299,POINT(-46.616114194333299 -23.4938832686666),S.PAULO,RUA PROFESSOR FABIO FANUCCHI,332,C
5348,2016,20128,DECAP,DEL.SEC.4º NORTE,28º D.P.  FREGUESIA DO O,DECAP,DEL.SEC.4º NORTE,45º D.P.  V BRASILANDIA,2016,12,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.478769183999901,-46.703334126000001,POINT(-46.703334126000001 -23.478769183999901),S.PAULO,AVENIDA ELISIO TEIXEIRA LEITE,1830,C
3737,2016,20232,DECAP,DEL.SEC.7º ITAQUERA,32º D.P.  ITAQUERA,DECAP,DEL.SEC.7º ITAQUERA,32º D.P.  ITAQUERA,2016,8,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.522840244999902,-46.442936238000001,POINT(-46.442936238000001 -23.522840244999902),S.PAULO,AVENIDA PIRES DO RIO,3000,C
6477,2016,20224,DECAP,DEL.SEC.7º ITAQUERA,24º D.P.  PONTE RASA,DECAP,DEL.SEC.7º ITAQUERA,24º D.P.  PONTE RASA,2016,7,C,Roubo (art. 157),NULL,VEICULO,-23.502575837102199,-46.523406098294302,POINT(-46.523406098294302 -23.502575837102199),S.PAULO,RUA PROFESSOR ALVES PEDROSO,320,C
5287,2016,20241,DECAP,DEL.SEC.8º SAO MATEUS,41º D.P.  VILA RICA,DECAP,DEL.SEC.8º SAO MATEUS,41º D.P.  VILA RICA,2016,11,C,"Furto qualificado (art. 155, §4o.)",NULL,ESTABELECIMENTO COMERCIAL,-23.581167700138799,-46.510343050305501,POINT(-46.510343050305501 -23.581167700138799),S.PAULO,RUA MARECHAL MARQUES PORTO,153,C
750576,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.3º OESTE,34º D.P.  MORUMBI,2016,6,C,Furto (art. 155),NULL,VEICULO,-23.589904247769201,-46.730313228461497,POINT(-46.730313228461497 -23.589904247769201),S.PAULO,RUA CANIO RIZZO,55,C
969,2016,30216,DEMACRO,DEL.SEC.GUARULHOS,06º D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,06º D.P. GUARULHOS,2016,5,C,Furto (art. 155),NULL,ESTABELECIMENTO COMERCIAL,-23.461829792555498,-46.507515950222199,POINT(-46.507515950222199 -23.461829792555498),GUARULHOS,RUA JÁCOMO JACOBUCI,148,C
1292354,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.1º CENTRO,01º D.P. SE,2016,10,C,Furto (art. 155),NULL,TRANSEUNTE,-23.543659162694599,-46.632544909254499,POINT(-46.632544909254499 -23.543659162694599),S.PAULO,RUA VINTE E CINCO DE MARCO,697,C
1647125,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,01º D.P. S.B.C-DR OMAR CASSIM,2016,12,C,Furto (art. 155),NULL,VEICULO,-23.7010587869263,-46.556757251981097,POINT(-46.556757251981097 -23.7010587869263),S.BERNARDO DO CAMPO,rua Ernesto Bezerra,85,C
1546603,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.1º CENTRO,12º D.P. PARI,2016,12,C,Furto (art. 155),NULL,VEICULO,-23.528354558386201,-46.620961165361699,POINT(-46.620961165361699 -23.528354558386201),S.PAULO,RUA QUIXELOS,26,C
1554404,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.5º LESTE,18º D.P.  ALTO DA MOOCA,2016,12,C,Furto (art. 155),NULL,INTERIOR ESTABELECIMENTO,-23.578482888999901,-46.586909218999899,POINT(-46.586909218999899 -23.578482888999901),S.PAULO,AVENIDA PAES DE BARROS,0,C
56,2017,10328,DECAP,DEL.SEC.7º ITAQUERA,64º D.P. CID.AE CARVALHO,DECAP,DEL.SEC.7º ITAQUERA,24º D.P.  PONTE RASA,2016,12,C,Furto (art. 155),NULL,TRANSEUNTE,-23.499208648,-46.524698891,POINT(-46.524698891 -23.499208648),S.PAULO,RUA GUIRA ACANGATARA,70,C
35817,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.1º CENTRO,04º D.P. CONSOLAÇÃO,2016,1,C,Furto (art. 155),NULL,TRANSEUNTE,-23.554199727275801,-46.657476744241301,POINT(-46.657476744241301 -23.554199727275801),S.PAULO,RUA FERNANDO DE ALBUQUERQUE,105,C
1577540,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.8º SAO MATEUS,49º D.P.  SAO MATEUS,2016,11,C,Furto (art. 155),NULL,INTERIOR TRANSPORTE COLETIVO,-23.6170236979384,-46.462873148704404,POINT(-46.462873148704404 -23.6170236979384),S.PAULO,AVENIDA MARIANA DE SOUZA GUERRA,709,C
184511,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.3º OESTE,46º D.P.  PERUS,2016,2,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.4482510333855,-46.799703880363801,POINT(-46.799703880363801 -23.4482510333855),S.PAULO,RUA EDUARDO GRUSIUS,21,C
180126,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.5º LESTE,21º D.P.  VILA MATILDE,2016,2,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.5416831665454,-46.502414880800004,POINT(-46.502414880800004 -23.5416831665454),S.PAULO,RUA PALMEIRINA,259,C
199284,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.1º CENTRO,04º D.P. CONSOLAÇÃO,2016,2,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.547170969,-46.646737330999898,POINT(-46.646737330999898 -23.547170969),S.PAULO,RUA REGO FREITAS,0,C
967,2016,30500,DEMACRO,DEL.SEC.MOGI DAS CRUZES,01º D.P. ITAQUAQUECETUBA,DEMACRO,DEL.SEC.MOGI DAS CRUZES,01º D.P. ITAQUAQUECETUBA,2016,5,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.426247670999899,-46.350067414999998,POINT(-46.350067414999998 -23.426247670999899),ITAQUAQUECETUBA,RUA MTE CARTOLA,0,C
4237,2016,30103,DEMACRO,DEL.SEC.SANTO ANDRÉ,02º D.P. SANTO ANDRÉ,DECAP,DEL.SEC.2º SUL,95º D.P. HELIÓPOLIS,2016,7,C,Roubo (art. 157),NULL,OUTROS,-23.602890715999902,-46.599799928000003,POINT(-46.599799928000003 -23.602890715999902),S.PAULO,AVENIDA DAS JUNTAS PROVISORIAS,9999,C
782,2016,30124,DEMACRO,DEL.SEC.SANTO ANDRÉ,01º D.P. MAUA,DEMACRO,DEL.SEC.SANTO ANDRÉ,02º D.P. MAUA,2016,2,C,Lesão corporal (art. 129),NULL,NULL,-23.704435683296399,-46.457852293763402,POINT(-46.457852293763402 -23.704435683296399),MAUA,RUA MANACÁ,1338,C
2278,2016,30307,DEMACRO,DEL.SEC.MOGI DAS CRUZES,02º D.P. MOGI DAS CRUZES,DEMACRO,DEL.SEC.MOGI DAS CRUZES,01º D.P. MOGI DAS CRUZES,2016,5,C,Roubo (art. 157),NULL,VEICULO,-23.520512236999899,-46.181152226999998,POINT(-46.181152226999998 -23.520512236999899),MOGI DAS CRUZES,RUA BARAO DE JACEGUAI,0,C
276817,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEMACRO,DEL.SEC.SANTO ANDRÉ,03º D.P. SANTO ANDRÉ,2016,3,C,Furto (art. 155),NULL,VEICULO,-23.676239633000002,-46.511046718999999,POINT(-46.511046718999999 -23.676239633000002),S.ANDRE,LARGO TRÊS DE MAIO,155,C
579597,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.SUZANO,2016,5,C,Furto (art. 155),NULL,VEICULO,-23.539837279490801,-46.312882770435898,POINT(-46.312882770435898 -23.539837279490801),SUZANO,RUA EXPEDICIONÁRIO CABO KATSUO MIYAZATO,34,C
4318,2016,30411,DEMACRO,DEL.SEC.OSASCO,01º D.P. OSASCO,DEMACRO,DEL.SEC.OSASCO,08º D.P. OSASCO,2016,7,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.566474915799301,-46.806832720091798,POINT(-46.806832720091798 -23.566474915799301),OSASCO,RUA JOSÉ DO PATROCÍNIO,476,C
1148902,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEMACRO,DEL.SEC.OSASCO,01º D.P. OSASCO,2016,9,C,Roubo (art. 157),NULL,OUTROS,-23.539879108439902,-46.793874709999997,POINT(-46.793874709999997 -23.539879108439902),OSASCO,R. MANACÁ,113,C
1434080,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEMACRO,DEL.SEC.TABOÃO DA SERRA,01º D.P. TABOÃO DA SERRA,2016,10,C,Roubo (art. 157),NULL,INTERIOR ESTABELECIMENTO,-23.606093901000001,-46.778453718999998,POINT(-46.778453718999998 -23.606093901000001),TABOAO DA SERRA,parque pinheiros,1723,C
4933,2016,20128,DECAP,DEL.SEC.4º NORTE,28º D.P.  FREGUESIA DO O,DECAP,DEL.SEC.4º NORTE,28º D.P.  FREGUESIA DO O,2016,12,C,Lesão corporal culposa na direção de veículo automotor (Art. 303),NULL,NULL,-23.490217184999899,-46.698854787000002,POINT(-46.698854787000002 -23.490217184999899),S.PAULO,AVENIDA MINISTRO PETRONIO PORTELA,0,C
1002,2016,20139,DECAP,DEL.SEC.4º NORTE,39º D.P.  VILA GUSTAVO,DECAP,DEL.SEC.4º NORTE,39º D.P.  VILA GUSTAVO,2016,3,C,"Furto qualificado (art. 155, §4o.)",§4o. Se o crime é cometido:,OUTROS,-23.4960549771492,-46.5975984265053,POINT(-46.5975984265053 -23.4960549771492),S.PAULO,RUA TOLEDO MALTA,29,C
7570,2016,10362,DECAP,DEL.SEC.8º SAO MATEUS,69º D.P. TEOTONIO VILELA,DECAP,DEL.SEC.8º SAO MATEUS,41º D.P.  VILA RICA,2016,9,C,Roubo (art. 157),NULL,VEICULO,-23.5917746196228,-46.520631545104301,POINT(-46.520631545104301 -23.5917746196228),S.PAULO,RUA GUILHERME STUDART,204,C
653,2016,30121,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,05º D.P. S.BERNARDO DO CAMPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,05º D.P. S.BERNARDO DO CAMPO,2016,4,C,Furto (art. 155),NULL,ESTABELECIMENTO ENSINO,-23.674940826,-46.593968918999998,POINT(-46.593968918999998 -23.674940826),S.BERNARDO DO CAMPO,RUA MIRAGAIA,848,C
5323,2016,30122,DEMACRO,DEL.SEC.DIADEMA,01º D.P. DIADEMA,DEMACRO,DEL.SEC.DIADEMA,01º D.P. DIADEMA,2016,9,C,Roubo (art. 157),NULL,VEICULO,-23.686865430084701,-46.631778728271101,POINT(-46.631778728271101 -23.686865430084701),DIADEMA,RUA SÃO JOÃO,245,C
1672190,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.4º NORTE,09º D.P. - CARANDIRU,2016,12,C,Roubo (art. 157),NULL,INTERIOR TRANSPORTE COLETIVO,-23.518297882999899,-46.625120830999897,POINT(-46.625120830999897 -23.518297882999899),S.PAULO,PONTE CRUZEIRO DO SUL,1800,C
1141967,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.2º SUL,36º D.P.  VILA MARIANA,2016,9,C,Furto (art. 155),NULL,INTERIOR ESTABELECIMENTO,-23.595663741365598,-46.650908304144501,POINT(-46.650908304144501 -23.595663741365598),S.PAULO,AVENIDA PROFESSOR ASCENDINO REIS,724,C
1092186,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DEMACRO,DEL.SEC.GUARULHOS,05º D.P. GUARULHOS,2016,8,C,Furto (art. 155),NULL,TRANSEUNTE,-23.481562514752699,-46.542196294988798,POINT(-46.542196294988798 -23.481562514752699),GUARULHOS,RUA JOAQUIM MIRANDA,471,C
1171862,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.7º ITAQUERA,59º D.P. JARDIM DOS IPES,2016,9,C,Furto (art. 155),NULL,INTERIOR DE VEICULO,-23.506420913666599,-46.414136520533297,POINT(-46.414136520533297 -23.506420913666599),S.PAULO,RUA CARAIPE DAS AGUAS,9,C
1207601,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.2º SUL,17º D.P.  DOUTOR ALDO GALIANO,2016,9,C,Furto (art. 155),NULL,VEICULO,-23.594278080999999,-46.589901023000003,POINT(-46.589901023000003 -23.594278080999999),S.PAULO,RUA AIDA,4801,C
1399307,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.7º ITAQUERA,68º D.P. LAGEADO,2016,10,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.527900190176101,-46.408916110107597,POINT(-46.408916110107597 -23.527900190176101),S.PAULO,RUA VALDIR JOSE DAMASCENO,5,C
6635,2016,10362,DECAP,DEL.SEC.8º SAO MATEUS,69º D.P. TEOTONIO VILELA,DECAP,DEL.SEC.8º SAO MATEUS,69º D.P. TEOTONIO VILELA,2016,8,C,Roubo (art. 157),NULL,ESTABELECIMENTO COMERCIAL,-23.609819317026499,-46.496356470011399,POINT(-46.496356470011399 -23.609819317026499),S.PAULO,RUA NELSON DE OLIVEIRA,164,C
4709,2016,30411,DEMACRO,DEL.SEC.OSASCO,01º D.P. OSASCO,DEMACRO,DEL.SEC.OSASCO,08º D.P. OSASCO,2016,8,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.5516724294359,-46.8045560100703,POINT(-46.8045560100703 -23.5516724294359),OSASCO,AVENIDA MARECHAL JOÃO BATISTA MASCARENHA,140,C
1104,2016,20250,DECAP,DEL.SEC.7º ITAQUERA,50º D.P.  ITAIM PAULISTA,DECAP,DEL.SEC.7º ITAQUERA,50º D.P.  ITAIM PAULISTA,2016,1,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.497684644142801,-46.393311452214199,POINT(-46.393311452214199 -23.497684644142801),S.PAULO,RUA ITAJUIBE,100,C
44759,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.7º ITAQUERA,22º D.P.  SAO MIGUEL PTA,2016,1,C,Furto (art. 155),NULL,VEICULO,-23.4974702366648,-46.444721623073299,POINT(-46.444721623073299 -23.4974702366648),S.PAULO,RUA DIEGO CALADO,281,C
3455,2016,30407,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.ITAPEVI,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.ITAPEVI,2016,6,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.551975485,-46.936980476999999,POINT(-46.936980476999999 -23.551975485),ITAPEVI,AVENIDA RUBÉNS CARAMEZ,0,C
310,2016,10366,DECAP,DEL.SEC.6º SANTO AMARO,92º D.P. P. STO ANTONIO,DECAP,DEL.SEC.6º SANTO AMARO,92º D.P. P. STO ANTONIO,2016,1,C,Furto (art. 155),NULL,VEICULO,-23.662696311531899,-46.760066659085098,POINT(-46.760066659085098 -23.662696311531899),S.PAULO,RUA MATTEO RAVERTI,276,C
322978,2016,900020,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,DECAP,DEL.SEC.2º SUL,36º D.P.  VILA MARIANA,2016,3,C,Furto (art. 155),NULL,INTERIOR DE VEICULO,-23.596399760093,-46.655517079290703,POINT(-46.655517079290703 -23.596399760093),S.PAULO,AVENIDA IBIRAPUERA,981,C
628,2016,30129,DEMACRO,DEL.SEC.DIADEMA,04º D.P. DIADEMA,DECAP,DEL.SEC.6º SANTO AMARO,98º D.P. JARDIM MIRIAM,2016,2,C,Roubo (art. 157),"caput. Subtrair coisa móvel alheia, mediante grave ameaça ou violência a pessoa",TRANSEUNTE,-23.709336052412201,-46.624124439564,POINT(-46.624124439564 -23.709336052412201),S.PAULO,RUA FRANCESCO MANCINI,50,C
960,2016,30417,DEMACRO,DEL.SEC.OSASCO,04º D.P. OSASCO,DEMACRO,DEL.SEC.OSASCO,04º D.P. OSASCO,2016,7,C,Lesão corporal culposa na direção de veículo automotor (Art. 303),NULL,NULL,,,,OSASCO,AVENIDA BRASIL,2300,C
6992,2016,30207,DEMACRO,DEL.SEC.GUARULHOS,02º D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,02º D.P. GUARULHOS,2016,12,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.4358009364243,-46.5611192994417,POINT(-46.5611192994417 -23.4358009364243),GUARULHOS,RUA JAIME DOS SANTOS AUGUSTO FILHO,59,C
4242,2016,30418,DEMACRO,DEL.SEC.OSASCO,05º D.P. OSASCO,DEMACRO,DEL.SEC.OSASCO,05º D.P. OSASCO,2016,7,C,Furto (art. 155),NULL,ESTABELECIMENTO COMERCIAL,-23.5367278109231,-46.775877346692297,POINT(-46.775877346692297 -23.5367278109231),OSASCO,RUA DONÁ PRIMITIVA VIANCO,138,C
3338,2016,30110,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02º D.P. S.BERNARDO DO CAMPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02º D.P. S.BERNARDO DO CAMPO,2016,8,C,Lesão corporal culposa na direção de veículo automotor (Art. 303),NULL,NULL,-23.653930196658202,-46.571600262898798,POINT(-46.571600262898798 -23.653930196658202),S.BERNARDO DO CAMPO,AVENIDA SÃO JOÃO BATISTA,30,C
2487,2016,30110,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02º D.P. S.BERNARDO DO CAMPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02º D.P. S.BERNARDO DO CAMPO,2016,6,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.664625331492001,-46.5662540959989,POINT(-46.5662540959989 -23.664625331492001),S.BERNARDO DO CAMPO,RUA ERNESTO AUGUSTO CLETO,460,C
1596,2016,30216,DEMACRO,DEL.SEC.GUARULHOS,06º D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,06º D.P. GUARULHOS,2016,7,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.447137542425999,-46.5083960139049,POINT(-46.5083960139049 -23.447137542425999),GUARULHOS,AVENIDA OTÁVIO BRAGA DE MESQUITA,2000,C
1693,2016,20302,DECAP,DEL.SEC.7º ITAQUERA,07ª DEL.DEF.MUL. ITAQUERA,DECAP,DEL.SEC.7º ITAQUERA,63º D.P. VILA JACUI,2016,8,C,Lesão corporal (art 129 § 9º),NULL,NULL,-23.515433508999902,-46.455748796000002,POINT(-46.455748796000002 -23.515433508999902),S.PAULO,AVENIDA DO IMPERADOR,0,C
5081,2016,30105,DEMACRO,DEL.SEC.SANTO ANDRÉ,04º D.P. SANTO ANDRÉ,DEMACRO,DEL.SEC.SANTO ANDRÉ,04º D.P. SANTO ANDRÉ,2016,10,C,"A.I.-Drogas sem autorização ou em desacordo (Art.33, caput)",NULL,NULL,,,,S.ANDRE,RUA PASTOR BEVENUTTO,0,C
3742,2016,30201,DEMACRO,DEL.SEC.GUARULHOS,DEL.POL.ARUJA,DEMACRO,DEL.SEC.GUARULHOS,DEL.POL.ARUJA,2016,10,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.400894782999998,-46.318573130999901,POINT(-46.318573130999901 -23.400894782999998),ARUJA,AVENIDA DOS EXPEDICIONÁRIOS,0,C
2900,2016,20241,DECAP,DEL.SEC.8º SAO MATEUS,41º D.P.  VILA RICA,DECAP,DEL.SEC.8º SAO MATEUS,41º D.P.  VILA RICA,2016,6,C,Furto (art. 155),NULL,VEICULO,-23.566845888739099,-46.517991395695603,POINT(-46.517991395695603 -23.566845888739099),S.PAULO,RUA JORGE OGUSHI,898,C
6906,2016,30407,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.ITAPEVI,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.ITAPEVI,2016,11,C,Lesão corporal culposa na direção de veículo automotor (Art. 303),NULL,NULL,-23.5250811703255,-46.9415318124883,POINT(-46.9415318124883 -23.5250811703255),ITAPEVI,AVENIDA PROFESSOR WERNIN KRIEBLE,500,C
